source_id,ra,dec,l,b,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe,ag_gspphot,abs_mag_g,parallax_over_error
5078288727141056128,45.14544611452604,-22.667319229042427,211.4528757169988,-60.45867751248204,2.050576275033237,0.014067776,12.947435,0.7514248,0.8514081,0.0268,4.480014641611655,145.76406924827612
5078406581043105152,46.410009360629054,-22.701792425494737,212.13438181623565,-59.34257385980297,1.8612774487683423,0.06111284,16.821238,1.950017,1.0208917,0.3986,7.771693577335684,30.456405704076953
5078474613325043840,45.93628326147887,-22.47951389089065,211.48193763564,-59.70480507060071,2.547630574483452,0.025042593,14.802154,1.3640585,1.0699979,0.1508,6.682036261379338,101.7319003061485
5078520139978254720,47.09085040888393,-22.428072095890013,211.94831508611463,-58.66358335916477,0.700703584875787,0.05940907,16.6607,1.1195107,1.0730512,0.0041,5.88427169698543,11.794555694539351
5078701456318031744,46.128435385644536,-22.08469215170041,210.82927996090413,-59.42516655810297,5.838886100420709,0.016728716,11.51144,0.9282284,0.9098302,0.0858,5.257290017598069,349.03372741940916
5078850611942038528,46.69634404835359,-21.329277026110837,209.7211847525197,-58.700891153486445,2.41619272498232,0.08274395,17.323824,2.1542664,0.994936,0.3676,8.871881861786367,29.200838550520253
5078855284866456320,46.587280503179066,-21.232499860733466,209.4843718719331,-58.76862556371935,1.0232408405501594,0.015522231,13.53964,0.9178972,0.9603662,0.1559,3.433629328930407,65.92099038792551
5078900051309819136,46.45878900098236,-21.306286947131163,209.55045701373515,-58.90505345386786,2.059685733293591,0.15784915,18.344788,2.4380436,1.0208865,0.1246,9.789192804010108,13.048443614004835
5078996022355389568,43.772237970710286,-22.512816702401206,210.4427079825429,-61.63863139816919,0.7637746296712301,0.015817884,13.188783,0.39434814,1.0428197,0.1114,2.4922091415089453,48.28551212483478
5079630440564004864,45.0372074763384,-20.949791472962083,208.08004118896028,-60.05745432877021,1.7997075406791625,0.04502207,16.02049,1.7673845,1.0490377,0.3295,6.966999681658897,39.97389592880031
5080023000574322688,44.65364647478449,-19.940894205597612,205.9340094328252,-60.06626804947761,6.223190722069004,0.027540036,14.825063,2.2397738,1.0809143,,8.795128555037167,225.96886663724783
5080115909308144512,56.55726194803146,-29.337512478279464,226.79767196687052,-51.65992063641437,3.997183527147834,0.030742927,15.743347,2.0444794,1.0499263,0.4285,8.323617444825377,130.0196148254795
5080186827808758528,56.12232754798988,-29.0011146797338,226.17543862612956,-51.99082344387357,2.081670039139029,0.01424589,12.866388,0.7659788,0.7708592,0.0015,4.456947457914712,146.12425332071416
5080214246879815296,57.212263483082445,-28.903507000358164,226.23704137581248,-51.03289309306218,4.178060035303475,0.043083504,15.780737,2.4180126,1.0537097,0.4435,8.442110380727065,96.97586424965516
5080584026383474432,55.790106179720944,-27.8344315452035,224.2286699817144,-52.10561902630511,2.2854768272497976,0.011679208,12.209395,0.82549,1.0057917,0.0018,4.002479111393948,195.68765512608368
5080725966463275392,57.14918739298087,-27.7673122238232,224.4413174971204,-50.90884035798979,2.498335932543265,0.019896857,14.535104,1.3006821,0.96771383,0.0934,6.429958171473166,125.56435081898938
